stage,textbook_index,exam_tags,level,CEFR,主題,english_word,KK音標,中譯,例句,翻譯,例句2,翻譯2,例句3,翻譯3,例句4,翻譯4,例句5,翻譯5,Year_1,Part_1,Source_1,詞性,詞形變化,片語,同義字,反義字,易混淆字,字首,字尾,字根,意思,例子,videoUrl
國中,,,A2,,1200-衣物與配件-1,belt,/bɛlt/,皮帶,He tightened his belt before leaving.,他在離開前繫緊了皮帶。,,,,,,,,,,,,(n.),,,,,,,,,,,TSq0D9Cfg8Q
國中,,,B1,,1200-衣物與配件-1,button,/ˋbʌtn/,鈕扣,The button on my shirt fell off.,我襯衫上的鈕扣掉了。,,,,,,,,,,,,(n.),,,,,,,,,,,TSq0D9Cfg8Q
國中,,,A2,,1200-衣物與配件-1,cap,/kæp/,帽子,He wore a baseball cap to the game.,他戴著棒球帽去看比賽。,,,,,,,,,,,,(n.),,,,,,,,,,,TSq0D9Cfg8Q
國中,,,A2,,1200-衣物與配件-1,comb,/kom/,梳子,She used a comb to fix her hair.,她用梳子整理了她的頭髮。,,,,,,,,,,,,(n.),,,,,,,,,,,TSq0D9Cfg8Q
國中,,,A2,,1200-衣物與配件-1,glove,/glʌv/,手套,She put on her gloves before going outside.,她出門前戴上了手套。,,,,,,,,,,,,(n.),,,,,,,,,,,TSq0D9Cfg8Q
國中,,,A1,,1200-衣物與配件-1,hat,/hæt/,帽子,He wore a hat to protect himself from the sun.,他戴帽子來保護自己免受陽光照射。,,,,,,,,,,,,(n.),n.複數：hats,,,,,,,,,,TSq0D9Cfg8Q
國中,,,B2,,1200-衣物與配件-1,mask,/mæsk/,面具,He wore a mask to protect himself from the dust.,他戴著面具以防塵土。,,,,,,,,,,,,(n.),,,,,,,,,,,TSq0D9Cfg8Q
國中,,,A2,,1200-衣物與配件-1,pocket,/ˋpɑkɪt/,口袋,He put his phone in his pocket.,他把手機放進口袋裡。,,,,,,,,,,,,(n.),,,,,,,,,,,TSq0D9Cfg8Q
國中,,,A2,,1200-衣物與配件-2,ring,/rɪŋ/,戒指,She wears a gold ring on her finger.,她手指上戴著一枚金戒指。,,,,,,,,,,,,(n.),,,,,,,,,,,cT3ZJgRQuPg
國中,,,A1,,1200-衣物與配件-2,shoes,/ʃuz/,鞋子,These shoes are very comfortable to wear.,這些鞋子穿起來很舒服。,,,,,,,,,,,,(n.),,,,,,,,,,,cT3ZJgRQuPg
國中,,,A2,,1200-衣物與配件-2,socks,/sɑks/,襪子,I can't find my blue socks today.,我今天找不到我的藍色襪子。,,,,,,,,,,,,(n.),,,,,,,,,,,cT3ZJgRQuPg
國中,,,A2,,1200-衣物與配件-2,tie,/taɪ/,領帶,He wore a blue tie to the interview.,他面試時戴了一條藍色領帶。,,,,,,,,,,,,(n.),,,,,,,,,,,cT3ZJgRQuPg
國中,,,A2,,1200-衣物與配件-2,umbrella,/ʌmˋbrɛlə/,雨傘,Don’t forget to bring your umbrella; it might rain.,別忘了帶雨傘，可能會下雨。,,,,,,,,,,,,(n.),n.複數：umbrellas,,,,,,,,,,cT3ZJgRQuPg
國中,,,A2,,1200-衣物與配件-2,wallet,/ˋwɑlɪt/,皮夾,He keeps his money in his wallet.,他把錢放在皮夾裡。,,,,,,,,,,,,(n.),n.複數：wallets,,,,,,,,,,cT3ZJgRQuPg
國中,,,A1,,1200-衣物與配件-2,clothes,/kloz/,衣服,I need to wash my clothes.,我需要洗我的衣服。,,,,,,,,,,,,(n.),n.複數：clothes,,,,,,,,,,cT3ZJgRQuPg
國中,,,A1,,1200-衣物與配件-2,wear,/wɛr/,穿戴著,She likes to wear dresses on special occasions.,她喜歡在特殊場合穿裙子。,,,,,,,,,,,,(v.),,,,,,,,,,,cT3ZJgRQuPg
國中,,,A2,,1200-運動、興趣與愛好-1,badminton,/ˋbædmɪntən/,羽毛球,They played badminton in the park.,他們在公園裡打了羽毛球。,,,,,,,,,,,,(n.),,,,,,,,,,,9YIbRrQp6aQ
國中,,,A1,,1200-運動、興趣與愛好-1,baseball,/ˋbes͵bɔl/,棒球,He loves playing baseball with his friends.,他喜歡和朋友們一起打棒球。,,,,,,,,,,,,(n.),n.複數：baseballs,,,,,,,,,,9YIbRrQp6aQ
國中,,,A1,,1200-運動、興趣與愛好-1,basketball,/ˋbæskɪt͵bɔl/,籃球,He plays basketball every weekend.,他每週末都打籃球。,,,,,,,,,,,,(n.),n.複數：basketballs,,,,,,,,,,9YIbRrQp6aQ
國中,,,A2,,1200-運動、興趣與愛好-1,race,/res/,賽跑,He won the race by a small margin.,他以微弱的差距贏得了比賽。,,,,,,,,,,,,(n.),,,,,,,,,,,9YIbRrQp6aQ
國中,,,A2,,1200-運動、興趣與愛好-1,soccer,/ˋsɑkɚ/,足球,He loves playing soccer with his friends.,他喜歡和朋友們踢足球。,,,,,,,,,,,,(n.),,,,,,,,,,,9YIbRrQp6aQ
國中,,,B1,,1200-運動、興趣與愛好-1,sports,/spɔrts/,運動；體育活動,I play different sports every weekend.,我每個週末都做不同的運動。,,,,,,,,,,,,(n.),,,,,,,,,,,9YIbRrQp6aQ
國中,,,A1,,1200-運動、興趣與愛好-1,tennis,/ˋtɛnɪs/,網球,She plays tennis every weekend.,她每週末都打網球。,,,,,,,,,,,,(n.),,,,,,,,,,,9YIbRrQp6aQ
國中,,,,,1200-運動、興趣與愛好-1,camp (camping),/kæmp/,紮營,They decided to camp by the lake.,他們決定在湖邊紮營。,,,,,,,,,,,,(v.),,,,,,,,,,,9YIbRrQp6aQ
國中,,,,,1200-運動、興趣與愛好-1,climb (mountain climbing),/klaɪm/,攀爬,They climbed the mountain early in the morning.,他們一大早就開始爬山。,,,,,,,,,,,,(v.),,,,,,,,,,,9YIbRrQp6aQ
國中,,,,,1200-運動、興趣與愛好-1,cook (cooking),/kʊk/,烹煮,She cooked dinner for the family.,她為家人煮了晚餐。,,,,,,,,,,,,(v.),,,,,,,,,,,9YIbRrQp6aQ
國中,,,,,1200-運動、興趣與愛好-1,dance (dancing),/dæns/,跳舞,She loves to dance at parties.,她喜歡在派對上跳舞。,,,,,,,,,,,,(v.),,,,,,,,,,,9YIbRrQp6aQ
國中,,,,,1200-運動、興趣與愛好-1,draw (drawing),/drɔ/,畫畫,I like to draw animals.,我喜歡畫動物。,,,,,,,,,,,,(v.),,,,,,,,,,,9YIbRrQp6aQ
國中,,,A2,,1200-運動、興趣與愛好-1,exercise,/ˋɛksɚ͵saɪz/,運動,Regular exercise is good for your health.,規律運動對健康有益。,,,,,,,,,,,,(n.),,,,,,,,,,,9YIbRrQp6aQ
國中,,,,,1200-運動、興趣與愛好-1,fish (fishing),/fɪʃ/,釣魚,We went to the river to fish.,我們去河邊釣魚。,,,,,,,,,,,,(v.),,,,,,,,,,,9YIbRrQp6aQ
國中,,,,,1200-運動、興趣與愛好-1,hike ( hiking),/haɪk/,遠足,They went on a hike in the mountains.,他們去山裡遠足。,,,,,,,,,,,,(n.),,,,,,,,,,,9YIbRrQp6aQ
國中,,,,,1200-運動、興趣與愛好-1,jog (jogging),/dʒɑg/,慢跑,She jogs every morning to stay fit.,她每天早上慢跑以保持健康。,,,,,,,,,,,,(v.),,,,,,,,,,,9YIbRrQp6aQ
國中,,,A1,,1200-運動、興趣與愛好-1,picnic,/ˋpɪknɪk/,野餐,We had a picnic by the lake last weekend.,上週末我們在湖邊野餐。,,,,,,,,,,,,(n.),,,,,,,,,,,9YIbRrQp6aQ
國中,,,,,1200-運動、興趣與愛好-1,run (running),/rʌn/,跑步,She runs every morning to stay fit.,她每天早上跑步以保持健康。,,,,,,,,,,,,(v.),,,,,,,,,,,9YIbRrQp6aQ
國中,,,,,1200-運動、興趣與愛好-1,sail (sailing),/sel/,航行,They decided to sail across the ocean.,他們決定航行穿越海洋。,,,,,,,,,,,,(v.),,,,,,,,,,,9YIbRrQp6aQ
國中,,,,,1200-運動、興趣與愛好-1,sing (singing),/sɪŋ/,唱歌,She likes to sing in the shower.,她喜歡一邊淋浴一邊唱歌。,,,,,,,,,,,,(v.),,,,,,,,,,,9YIbRrQp6aQ
國中,,,A2,,1200-運動、興趣與愛好-2,stamp,/stæmp/,郵票,He collects stamps from many countries.,他收集來自很多國家的郵票。,,,,,,,,,,,,(n.),,,,,,,,,,,G-pgdY5Pou8
國中,,,A2,,1200-運動、興趣與愛好-2,surf,/sɝf/,衝浪,He likes to surf on the weekends.,他喜歡在週末衝浪。,,,,,,,,,,,,(v.),v.過去式：surfed；過去分詞：surfed；現在分詞：surfing,,,,,,,,,,G-pgdY5Pou8
國中,,,,,1200-運動、興趣與愛好-2,swim (swimming),/swɪm/,游泳,Let’s swim in the pool.,讓我們在游泳池裡游泳吧。,,,,,,,,,,,,(v.),,,,,,,,,,,G-pgdY5Pou8
國中,,,A2,,1200-運動、興趣與愛好-2,trip,/trɪp/,旅行,Our trip to Japan was amazing.,我們去日本的旅行很棒。,,,,,,,,,,,,(n.),,,,,,,,,,,G-pgdY5Pou8
國中,,,A2,,1200-運動、興趣與愛好-2,hobby,/ˋhɑbɪ/,嗜好,Her hobby is painting.,她的嗜好是繪畫。,,,,,,,,,,,,(n.),n.複數：hobbies,,,,,,,,,,G-pgdY5Pou8
國中,,,A1,,1200-運動、興趣與愛好-2,band,/bænd/,樂團,The band played some popular songs.,樂隊演奏了一些流行歌曲。,,,,,,,,,,,,(n.),n.複數：bands,,,,,,,,,,G-pgdY5Pou8
國中,,,A2,,1200-運動、興趣與愛好-2,card,/kɑrd/,卡片,She sent me a birthday card.,她寄給我一張生日卡片。,,,,,,,,,,,,(n.),,,,,,,,,,,G-pgdY5Pou8
國中,,,A2,,1200-運動、興趣與愛好-2,comic,/ˋkɑmɪk/,喜劇演員；漫畫,I bought a new comic book yesterday.,我昨天買了一本新漫畫。,,,,,,,,,,,,(n.),,,,,,,,,,,G-pgdY5Pou8
國中,,,A1,,1200-運動、興趣與愛好-2,doll,/dɑl/,洋娃娃,The little girl loves her new doll.,小女孩很喜歡她的新洋娃娃。,,,,,,,,,,,,(n.),,,,,,,,,,,G-pgdY5Pou8
國中,,,A2,,1200-運動、興趣與愛好-2,drum,/drʌm/,鼓,He plays the drum in a band.,他在樂隊裡打鼓。,,,,,,,,,,,,(n.),,,,,,,,,,,G-pgdY5Pou8
國中,,,A1,,1200-運動、興趣與愛好-2,game,/gem/,遊戲,The children love to play games in the park.,孩子們喜歡在公園裡玩遊戲。,,,,,,,,,,,,(n.),,,,,,,,,,,G-pgdY5Pou8
國中,,,A1,,1200-運動、興趣與愛好-2,guitar,/gɪˋtɑr/,吉他,He plays the guitar beautifully.,他彈吉他彈得很美。,,,,,,,,,,,,(n.),n.複數：guitars,,,,,,,,,,G-pgdY5Pou8
國中,,,A2,,1200-運動、興趣與愛好-2,kite,/kaɪt/,風箏,The children flew kites in the park.,孩子們在公園裡放風箏。,,,,,,,,,,,,(n.),n.複數：kites,,,,,,,,,,G-pgdY5Pou8
國中,,,A1,,1200-運動、興趣與愛好-2,movie,/ˋmuvɪ/,電影,We watched a great movie last night.,我們昨晚看了一部很棒的電影。,,,,,,,,,,,,(n.),n.複數：movies,,,,,,,,,,G-pgdY5Pou8
國中,,,A1,,1200-運動、興趣與愛好-2,music,/ˋmjuzɪk/,音樂,I enjoy listening to classical music.,我喜歡聽古典音樂。,,,,,,,,,,,,(n.),,,,,,,,,,,G-pgdY5Pou8
國中,,,A1,,1200-運動、興趣與愛好-2,paint,/pent/,畫圖,She likes to paint landscapes.,她喜歡畫風景畫。,,,,,,,,,,,,(v.),,,,,,,,,,,G-pgdY5Pou8
國中,,,A2,,1200-運動、興趣與愛好-2,piano,/pɪˋæno/,鋼琴,He plays the piano beautifully.,他彈鋼琴彈得很美。,,,,,,,,,,,,(n.),n.複數：pianos,,,,,,,,,,G-pgdY5Pou8
國中,,,A2,,1200-運動、興趣與愛好-2,song,/sɔŋ/,歌,She sang a beautiful song at the party.,她在派對上唱了一首美麗的歌。,,,,,,,,,,,,(n.),,,,,,,,,,,G-pgdY5Pou8
國中,,,A2,,1200-運動、興趣與愛好-2,team,/tim/,隊伍,Our team won the championship.,我們的隊伍贏得了冠軍。,,,,,,,,,,,,(n.),,,,,,,,,,,G-pgdY5Pou8
國中,,,A2,,1200-運動、興趣與愛好-2,toy,/tɔɪ/,玩具,The child played with his new toy.,孩子玩著他的新玩具。,,,,,,,,,,,,(n.),n.複數：toys,,,,,,,,,,G-pgdY5Pou8
國中,,,A2,,1200-運動、興趣與愛好-3,violin,/͵vaɪəˋlɪn/,小提琴,She plays the violin beautifully.,她小提琴拉得很美。,,,,,,,,,,,,(n.),n.複數：violins,,,,,,,,,,I5GTxOVenW0
國中,,,A2,,1200-運動、興趣與愛好-3,lose,/luz/,失去,Don’t lose your keys again!,別再丟你的鑰匙了！,,,,,,,,,,,,(v.),v.過去式：lost；過去分詞：lost；現在分詞：losing,,,,,,,,,,I5GTxOVenW0
國中,,,A1,,1200-運動、興趣與愛好-3,play,/ple/,玩,The children played in the park all afternoon.,孩子們整個下午都在公園裡玩。,,,,,,,,,,,,(v.),,,,,,,,,,,I5GTxOVenW0
國中,,,A2,,1200-運動、興趣與愛好-3,win,/wɪn/,獲勝,Our team won the championship.,我們的隊伍贏得了冠軍。,,,,,,,,,,,,(v.),,,,,,,,,,,I5GTxOVenW0
國中,,,A2,,1200-運動、興趣與愛好-3,fan,/fæn/,愛好者、迷（某種運動或活動的粉絲）,She is a big fan of tennis.,她是網球的忠實粉絲。,,,,,,,,,,,,(n.),,,,,,,,,,,I5GTxOVenW0
國中,,,A2,,1200-房屋與公寓-1,apartment,/əˋpɑrtmənt/,公寓,She lives in a small apartment.,她住在一個小公寓裡。,,,,,,,,,,,,(n.),n.複數：apartments,,,,,,,,,,WQNApvSWOLo
國中,,,A1,,1200-房屋與公寓-1,house,/haʊs/,房子,Their house is near the park.,他們的房子靠近公園。,,,,,,,,,,,,(n.),,,,,,,,,,,WQNApvSWOLo
國中,,,A1,,1200-房屋與公寓-1,home,/hom/,家,Home is where the heart is.,家就是心之所在。,,,,,,,,,,,,(n.),,,,,,,,,,,WQNApvSWOLo
國中,,,A1,,1200-房屋與公寓-1,bathroom,/ˋbæθ͵rum/,浴室,The bathroom is on the second floor.,浴室在二樓。,,,,,,,,,,,,(n.),n.複數：bathrooms,,,,,,,,,,WQNApvSWOLo
國中,,,A1,,1200-房屋與公寓-1,bedroom,/ˋbɛd͵rʊm/,臥室,Her bedroom is decorated with flowers.,她的臥室裝飾著花朵。,,,,,,,,,,,,(n.),n.複數：bedrooms,,,,,,,,,,WQNApvSWOLo
國中,,,A1,,1200-房屋與公寓-1,dining room,"[`daɪnɪŋ ,rum]",飯廳,We have dinner in the dining room every day.,我們每天都在飯廳吃晚餐。,,,,,,,,,,,,(n.),,,,,,,,,,,WQNApvSWOLo
國中,,,A1,,1200-房屋與公寓-1,garden,/ˋgɑrdn/,花園,The garden is full of beautiful flowers.,花園裡滿是美麗的花朵。,,,,,,,,,,,,(n.),,,,,,,,,,,WQNApvSWOLo
國中,,,A1,,1200-房屋與公寓-1,kitchen,/ˋkɪtʃɪn/,廚房,The kitchen is where we cook our meals.,廚房是我們做飯的地方。,,,,,,,,,,,,(n.),n.複數：kitchens,,,,,,,,,,WQNApvSWOLo
國中,,,A1,,1200-房屋與公寓-1,living room,/ˈlɪvɪŋ ˌrum/,客廳,We watched TV in the living room last night.,我們昨晚在客廳看電視。,,,,,,,,,,,,(n.),,,,,,,,,,,WQNApvSWOLo
國中,,,A1,,1200-房屋與公寓-1,room,/rum/,房間,This room is very spacious.,這個房間非常寬敞。,,,,,,,,,,,,(n.),,,,,,,,,,,WQNApvSWOLo
國中,,,A2,,1200-房屋與公寓-1,yard,/jɑrd/,院子,The children played in the yard after school.,孩子們放學後在院子裡玩耍。,,,,,,,,,,,,(n.),n.複數：yards,,,,,,,,,,WQNApvSWOLo
國中,,,B1,,1200-房屋與公寓-1,balcony,/ˋbælkənɪ/,陽臺,They sat on the balcony and enjoyed the view.,他們坐在陽臺上欣賞風景。,,,,,,,,,,,,(n.),n.複數：balconies,,,,,,,,,,WQNApvSWOLo
國中,,,A1,,1200-房屋與公寓-1,door,/dor/,門,Please close the door behind you.,請關上你身後的門。,,,,,,,,,,,,(n.),,,,,,,,,,,WQNApvSWOLo
國中,,,A1,,1200-房屋與公寓-1,floor,/flor/,地板,The floor was covered with a soft carpet.,地板上鋪著柔軟的地毯。,,,,,,,,,,,,(n.),,,,,,,,,,,WQNApvSWOLo
國中,,,A2,,1200-房屋與公寓-1,gate,/get/,大門,The gate was locked after everyone left.,每個人離開後，大門被鎖上了。,,,,,,,,,,,,(n.),n.複數：gates,,,,,,,,,,WQNApvSWOLo
國中,,,A2,,1200-房屋與公寓-1,stairs,/stɛrz/,樓梯,Be careful when you walk down the stairs.,下樓梯時要小心。,,,,,,,,,,,,(n.),,,,,,,,,,,WQNApvSWOLo
國中,,,A1,,1200-房屋與公寓-1,wall,/wɔl/,牆壁,There is a painting on the wall.,牆上有一幅畫。,,,,,,,,,,,,(n.),n.複數：walls,,,,,,,,,,WQNApvSWOLo
國中,,,A1,,1200-房屋與公寓-1,window,/ˋwɪndo/,窗戶,She looked out the window and saw the rain.,她望向窗外，看到了雨。,,,,,,,,,,,,(n.),n.複數：windows,,,,,,,,,,WQNApvSWOLo
國中,,,A1,,1200-房屋與公寓-1,bath,/bæθ/,沐浴,She takes a bath every evening.,她每天晚上都洗澡。,,,,,,,,,,,,(n.),n.複數：baths,,,,,,,,,,WQNApvSWOLo
國中,,,A1,,1200-房屋與公寓-1,bed,/bɛd/,床,It’s time to go to bed.,該睡覺了。,,,,,,,,,,,,(n.),,,,,,,,,,,WQNApvSWOLo
國中,,,B2,,1200-房屋與公寓-2,bench,/bɛntʃ/,長凳,They sat on a bench in the park.,他們坐在公園的長凳上。,,,,,,,,,,,,(n.),n.複數：benches,,,,,,,,,,lBSFnDs2zWI
國中,,,A1,,1200-房屋與公寓-2,chair,/tʃɛr/,椅子,Please sit on the chair.,請坐在椅子上。,,,,,,,,,,,,(n.),,,,,,,,,,,lBSFnDs2zWI
國中,,,A2,,1200-房屋與公寓-2,couch,/kaʊtʃ/,長沙發,We sat on the couch and watched TV.,我們坐在沙發上看電視。,,,,,,,,,,,,(n.),,,,,,,,,,,lBSFnDs2zWI
國中,,,A1,,1200-房屋與公寓-2,desk,/dɛsk/,書桌,She sat at her desk and started working.,她坐在書桌前開始工作。,,,,,,,,,,,,(n.),,,,,,,,,,,lBSFnDs2zWI
國中,,,A2,,1200-房屋與公寓-2,drawer,/ˋdrɔɚ/,抽屜,The socks are in the top drawer.,襪子在最上面的抽屜裡。,,,,,,,,,,,,(n.),,,,,,,,,,,lBSFnDs2zWI
國中,,,A2,,1200-房屋與公寓-2,lamp,/læmp/,燈,She turned on the lamp to read her book.,她打開燈來讀書。,,,,,,,,,,,,(n.),n.複數：lamps,,,,,,,,,,lBSFnDs2zWI
國中,,,A1,,1200-房屋與公寓-2,light,/laɪt/,燈,Turn off the light when you leave the room.,離開房間時關燈。,,,,,,,,,,,,(n.),,,,,,,,,,,lBSFnDs2zWI
國中,,,A2,,1200-房屋與公寓-2,sofa,/ˋsofə/,沙發,We sat on the sofa and watched TV.,我們坐在沙發上看電視。,,,,,,,,,,,,(n.),n.複數：sofas,,,,,,,,,,lBSFnDs2zWI
國中,,,A1,,1200-房屋與公寓-2,table,/ˋteb!/,桌子,We sat around the table for dinner.,我們圍著桌子吃晚餐。,,,,,,,,,,,,(n.),n.複數：tables,,,,,,,,,,lBSFnDs2zWI
國中,,,A2,,1200-房屋與公寓-2,blanket,/ˋblæŋkɪt/,毯子,She covered herself with a warm blanket.,她用一條溫暖的毯子蓋住自己。,,,,,,,,,,,,(n.),,,,,,,,,,,lBSFnDs2zWI
國中,,,A2,,1200-房屋與公寓-2,towel,/ˋtaʊəl/,毛巾,Please hand me a towel.,請遞給我一條毛巾。,,,,,,,,,,,,(n.),,,,,,,,,,,lBSFnDs2zWI
國中,,,A1,,1200-房屋與公寓-2,camera,/ˋkæmərə/,照相機,She took a picture with her new camera.,她用她的新相機拍了一張照片。,,,,,,,,,,,,(n.),n.複數：cameras,,,,,,,,,,lBSFnDs2zWI
國中,,,A1,,1200-房屋與公寓-2,computer,/kəmˋpjutɚ/,電腦,She uses the computer to write her reports.,她用電腦寫報告。,,,,,,,,,,,,(n.),n.複數：computers,,,,,,,,,,lBSFnDs2zWI
國中,,,A2,,1200-房屋與公寓-2,fan,/fæn/,電扇,"Turn on the fan, it’s getting hot.",打開電扇，天氣越來越熱了。,,,,,,,,,,,,(n.),,,,,,,,,,,lBSFnDs2zWI
國中,,,A2,,1200-房屋與公寓-2,machine,/məˋʃin/,機器,The washing machine broke down yesterday.,洗衣機昨天壞了。,,,,,,,,,,,,(n.),,,,,,,,,,,lBSFnDs2zWI
國中,,,A1,,1200-房屋與公寓-2,radio,/ˋredɪ͵o/,收音機,She listens to the radio every morning.,她每天早上都聽收音機。,,,,,,,,,,,,(n.),,,,,,,,,,,lBSFnDs2zWI
國中,,,,,1200-房屋與公寓-2,refrigerator (fridge),/rɪˋfrɪdʒə͵retɚ/,冰箱,The milk is in the refrigerator.,牛奶在冰箱裡。,,,,,,,,,,,,(n.),,,,,,,,,,,lBSFnDs2zWI
國中,,,,,1200-房屋與公寓-2,tape,/tep/,錄音帶,I recorded the song on a tape.,我把這首歌錄在磁帶上了。,,,,,,,,,,,,(n.),,,,,,,,,,,lBSFnDs2zWI
國中,,,,,1200-房屋與公寓-2,telephone (phone),/fon/,電話,She called me on my phone earlier.,她早些時候打電話給我。,,,,,,,,,,,,(n.),,,,,,,,,,,lBSFnDs2zWI
國中,,,,,1200-房屋與公寓-2,television (TV),/ˋtɛlə͵vɪʒən/,電視,We watched television together after dinner.,晚餐後我們一起看了電視。,,,,,,,,,,,,(n.),,,,,,,,,,,lBSFnDs2zWI
國中,,,A2,,1200-房屋與公寓-3,video,/ˋvɪdɪ͵o/,錄影帶,We watched a funny video online.,我們在網上看了一段有趣的影片。,,,,,,,,,,,,(n.),,,,,,,,,,,Qs_nIScKFPA
國中,,,B1,,1200-房屋與公寓-2,basket,/ˋbæskɪt/,籃子,She put the fruit in the basket.,她把水果放進籃子裡。,,,,,,,,,,,,(n.),n.複數：baskets,,,,,,,,,,lBSFnDs2zWI
國中,,,B1,,1200-房屋與公寓-2,candle,/ˋkænd!/,蠟燭,She lit a candle in the dark room.,她在黑暗的房間裡點燃了一支蠟燭。,,,,,,,,,,,,(n.),n.複數：candles,,,,,,,,,,lBSFnDs2zWI
國中,,,A1,,1200-房屋與公寓-3,key,/ki/,鑰匙,I lost my house key.,我丟了我的家門鑰匙。,,,,,,,,,,,,(n.),,,,,,,,,,,Qs_nIScKFPA
國中,,,B1,,1200-房屋與公寓-3,pot,/pɑt/,鍋子,She cooked soup in a large pot.,她用大鍋煮了湯。,,,,,,,,,,,,(n.),,,,,,,,,,,Qs_nIScKFPA
國中,,,A2,,1200-房屋與公寓-3,umbrella,/ʌmˋbrɛlə/,雨傘,Don’t forget to bring your umbrella; it might rain.,別忘了帶雨傘，可能會下雨。,,,,,,,,,,,,(n.),n.複數：umbrellas,,,,,,,,,,Qs_nIScKFPA
國中,,,A2,,1200-房屋與公寓-3,build,/bɪld/,建造,They are building a new house.,他們正在建造一座新房子。,,,,,,,,,,,,(v.),v.過去式：built；過去分詞：built；現在分詞：building,,,,,,,,,,Qs_nIScKFPA
國中,,,A1,,1200-房屋與公寓-3,clean,/klin/,乾淨的,The kitchen is very clean.,廚房非常乾淨。,,,,,,,,,,,,(adj.),,,"neat, tidy",dirty,,,,,,,Qs_nIScKFPA
國中,,,B1,,1200-房屋與公寓-3,fix,/fɪks/,固定,Can you fix the broken chair?,你能修理那把壞椅子嗎？,,,,,,,,,,,,(v.),,,,,,,,,,,Qs_nIScKFPA
國中,,,A1,,1200-房屋與公寓-3,wash,/wɑʃ/,洗滌,I need to wash my clothes.,我需要洗衣服。,,,,,,,,,,,,(v.),,,,,,,,,,,Qs_nIScKFPA
國中,,,A1,,1200-房屋與公寓-3,road,/rod/,道路,The road leads to the mountains.,這條路通往山區。,,,,,,,,,,,,(n.),n.複數：roads,,,,,,,,,,Qs_nIScKFPA
國中,,,A1,,1200-房屋與公寓-3,street,/strit/,街道,The parade marched down the main street.,遊行隊伍沿著主要街道前進。,,,,,,,,,,,,(n.),n.複數：streets,,,,,,,,,,Qs_nIScKFPA
國中,,,B1,,1200-學校-1,elementary school,[ˌɛlə`mɛntərɪ skul],國小,My little brother is in elementary school.,我的弟弟正在念國小。,,,,,,,,,,,,(n.),,,,,,,,,,,Z6Ngpad_dFs
國中,,,,,1200-學校-1,junior high school,"[ˌdʒunjɚ `haɪ ,skul]",國中,My sister is a junior high school student.,我的姐姐是國中生。,,,,,,,,,,,,(n.),,,,,,,,,,,Z6Ngpad_dFs
國中,,,A1,,1200-學校-1,school,/skul/,學校,She goes to school every day.,她每天去上學。,,,,,,,,,,,,(n.),,,,,,,,,,,Z6Ngpad_dFs
國中,,,,,1200-學校-1,senior high school,[ˈsinjər haɪ skul],高級中學,My sister studies hard in senior high school.,我姊姊在高中很努力讀書。,,,,,,,,,,,,(n.),,,,,,,,,,,Z6Ngpad_dFs
國中,,,A1,,1200-學校-1,classroom,/ˋklæs͵rʊm/,班級,The classroom was filled with students.,教室裡坐滿了學生。,,,,,,,,,,,,(n.),,,,,,,,,,,Z6Ngpad_dFs
國中,,,A2,,1200-學校-1,gym,/dʒɪm/,體育館,She goes to the gym every morning.,她每天早上都去健身房。,,,,,,,,,,,,(n.),,,,,,,,,,,Z6Ngpad_dFs
國中,,,A2,,1200-學校-1,playground,/ˋple͵graʊnd/,操場,The kids love playing on the playground.,孩子們喜歡在操場上玩。,,,,,,,,,,,,(n.),,,,,,,,,,,Z6Ngpad_dFs
國中,,,A2,,1200-學校-1,library,/ˋlaɪ͵brɛrɪ/,圖書館,I borrowed a book from the library yesterday.,我昨天從圖書館借了一本書。,,,,,,,,,,,,(n.),n.複數：libraries,,,,,,,,,,Z6Ngpad_dFs
國中,,,A1,,1200-學校-1,class,/klæs/,班級,She is in my math class.,她在我的數學班上。,,,,,,,,,,,,(n.),,,,,,,,,,,Z6Ngpad_dFs
國中,,,,,1200-學校-1,seesaw,/ˋsi͵sɔ/,蹺蹺板,The children played on the seesaw at the park.,孩子們在公園裡玩蹺蹺板。,,,,,,,,,,,,(n.),,,,,,,,,,,Z6Ngpad_dFs
國中,,,B2,,1200-學校-1,slide,/slaɪd/,滑動,The children slid down the hill on their sleds.,孩子們滑著雪橇從山坡上下來。,,,,,,,,,,,,(v.),,,,,,,,,,,Z6Ngpad_dFs
國中,,,A2,,1200-學校-1,blackboard,/ˋblæk͵bord/,黑板,The teacher wrote on the blackboard.,老師在黑板上寫字。,,,,,,,,,,,,(n.),n.複數：blackboards,,,,,,,,,,Z6Ngpad_dFs
國中,,,A1,,1200-學校-1,book,/bʊk/,書,I borrowed a book from the library.,我從圖書館借了一本書。,,,,,,,,,,,,(n.),,,,,,,,,,,Z6Ngpad_dFs
國中,,,,,1200-學校-1,chalk,/tʃɔk/,粉筆,The teacher wrote on the blackboard with chalk.,老師用粉筆在黑板上寫字。,,,,,,,,,,,,(n.),,,,,,,,,,,Z6Ngpad_dFs
國中,,,A1,,1200-學校-1,dictionary,/ˋdɪkʃən͵ɛrɪ/,字典,I used a dictionary to look up the word.,我用字典查了這個詞。,,,,,,,,,,,,(n.),n.複數：dictionaries,,,,,,,,,,Z6Ngpad_dFs
